sample_id,machine_id,machine_type,model,component,sample_date,smu_hours,oil_hours,oil_changed,fe_ppm,cu_ppm,cr_ppm,pb_ppm,al_ppm,si_ppm,na_ppm,k_ppm,water_pct,fuel_pct,glycol_pct,soot_pct,visc40,oxidation,nitration,tbn,pq_index,lab_severity
S00003234,HT-002,HAUL_TRUCK,775,HYDRAULIC,2023-04-02,3448.3,1566.2,N,12.2,5.0,1.05,2.7,3.2,9.5,3.7,2.5,0.033,0.0,0.0,0.07,43.8,10.7,5.5,3.17,6.0,NORMAL
S00003235,HT-002,HAUL_TRUCK,775,HYDRAULIC,2023-06-18,4045.3,33.5,N,5.0,2.6,0.58,1.2,1.9,3.3,2.2,0.9,0.057,0.0,0.0,0.03,46.2,5.9,2.8,4.46,4.6,NORMAL
S00003236,HT-002,HAUL_TRUCK,775,HYDRAULIC,2023-09-16,4743.6,731.8,N,10.8,3.6,0.83,1.4,3.2,5.8,2.7,2.6,0.022,0.0,0.0,0.05,47.0,7.4,3.7,3.85,5.5,NORMAL
S00003237,HT-002,HAUL_TRUCK,775,HYDRAULIC,2023-12-15,5441.9,1430.1,N,17.9,5.2,1.38,1.8,3.2,5.6,4.2,2.6,0.023,0.0,0.0,0.08,48.4,9.6,5.0,3.24,5.3,NORMAL
S00003238,HT-002,HAUL_TRUCK,775,HYDRAULIC,2024-03-14,6140.2,25.4,N,6.9,2.4,0.62,1.3,1.8,2.2,1.4,1.2,0.042,0.0,0.0,0.03,46.2,5.3,2.5,4.65,3.3,NORMAL
S00003239,HT-002,HAUL_TRUCK,775,HYDRAULIC,2024-06-12,6838.4,723.7,N,9.8,4.2,0.88,1.8,2.7,5.4,2.4,1.7,0.018,0.0,0.0,0.05,45.5,8.2,3.5,3.5,4.4,NORMAL
S00003240,HT-002,HAUL_TRUCK,775,HYDRAULIC,2024-09-10,7536.7,1422.0,N,12.1,3.9,0.98,2.6,3.0,7.9,3.9,2.3,0.025,0.0,0.0,0.07,45.3,9.5,4.7,3.3,7.8,NORMAL
S00003241,HT-002,HAUL_TRUCK,775,HYDRAULIC,2024-12-09,8235.0,46.0,N,6.3,2.3,0.56,1.7,1.5,3.3,1.4,1.4,0.022,0.0,0.0,0.03,48.5,5.7,2.6,4.41,2.7,NORMAL
S00003242,HT-002,HAUL_TRUCK,775,HYDRAULIC,2025-03-09,8933.3,744.3,N,7.9,3.3,0.72,1.9,2.3,3.9,2.7,1.3,0.029,0.0,0.0,0.05,45.2,7.4,3.7,3.64,6.3,NORMAL
S00003243,HT-002,HAUL_TRUCK,775,HYDRAULIC,2025-06-07,9631.6,1442.6,N,12.8,4.7,1.2,1.9,3.5,7.1,3.8,2.3,0.022,0.0,0.0,0.07,47.1,11.0,4.8,2.96,7.0,NORMAL
S00003244,HT-002,HAUL_TRUCK,775,HYDRAULIC,2025-09-05,10329.9,57.7,N,6.9,2.0,0.58,1.3,1.6,3.3,1.6,1.5,0.025,0.0,0.0,0.03,44.4,6.3,3.2,4.39,3.4,NORMAL
S00003245,HT-002,HAUL_TRUCK,775,HYDRAULIC,2025-12-04,11028.2,756.0,N,10.0,3.8,1.03,2.4,1.8,5.7,3.4,2.0,0.033,0.0,0.0,0.04,47.6,7.6,4.0,3.83,5.6,NORMAL
S00003246,HT-002,HAUL_TRUCK,775,HYDRAULIC,2026-03-04,11726.5,1454.3,N,12.8,4.0,1.3,2.7,3.8,8.1,3.8,2.9,0.035,0.0,0.0,0.07,46.4,8.8,4.4,3.45,6.8,NORMAL
S00003247,HT-002,HAUL_TRUCK,775,HYDRAULIC,2026-06-02,12424.8,13.2,N,5.2,2.0,0.48,1.0,1.9,3.3,1.6,1.1,0.034,0.0,0.0,0.03,47.1,4.9,2.8,4.52,2.8,NORMAL
S00003248,HT-002,HAUL_TRUCK,775,TRANSMISSION,2023-03-23,3310.3,35.9,N,23.1,8.6,1.93,2.7,2.2,3.4,1.6,0.9,0.024,0.0,0.0,0.05,66.8,6.7,4.0,6.61,7.3,NORMAL
S00003249,HT-002,HAUL_TRUCK,775,TRANSMISSION,2023-05-27,3818.5,544.1,N,41.4,11.5,3.28,7.1,6.5,10.0,2.5,1.8,0.029,0.0,0.0,0.11,66.1,9.8,5.1,5.5,11.9,NORMAL
S00003250,HT-002,HAUL_TRUCK,775,TRANSMISSION,2023-08-16,4446.3,16.2,N,18.8,9.4,1.92,4.2,2.4,3.5,1.5,1.4,0.036,0.0,0.0,0.05,65.4,5.7,3.6,6.77,6.6,NORMAL
S00003251,HT-002,HAUL_TRUCK,775,TRANSMISSION,2023-10-13,4892.4,462.3,N,45.0,16.6,3.0,7.9,4.5,7.5,2.9,2.0,0.029,0.0,0.0,0.12,70.0,9.9,5.2,5.91,10.6,NORMAL
S00003252,HT-002,HAUL_TRUCK,775,TRANSMISSION,2023-12-25,5462.4,28.6,N,54.4,37.0,1.65,21.0,3.6,4.5,1.6,1.7,0.033,0.0,0.0,0.06,68.6,6.3,3.5,6.71,6.5,MONITOR
S00003253,HT-002,HAUL_TRUCK,775,TRANSMISSION,2024-02-25,5940.4,506.5,N,26.0,13.2,2.41,8.0,4.6,5.1,2.2,2.2,0.031,0.0,0.0,0.12,70.9,8.3,5.7,5.61,15.3,NORMAL
S00003254,HT-002,HAUL_TRUCK,775,TRANSMISSION,2024-05-08,6508.4,58.0,N,29.7,10.9,1.37,4.9,2.6,4.4,1.4,1.2,0.044,0.0,0.0,0.06,69.5,6.7,3.5,6.44,6.4,NORMAL
S00003255,HT-002,HAUL_TRUCK,775,TRANSMISSION,2024-07-02,6933.5,483.0,N,87.1,37.1,2.8,18.6,5.1,6.2,2.8,2.5,0.029,0.0,0.0,0.12,65.7,8.2,6.0,6.07,14.3,MONITOR
S00003256,HT-002,HAUL_TRUCK,775,TRANSMISSION,2024-09-13,7501.1,47.8,N,20.4,6.3,2.35,3.8,2.4,5.1,1.6,1.1,0.031,0.0,0.0,0.05,69.9,6.7,4.3,6.47,10.0,NORMAL
S00003257,HT-002,HAUL_TRUCK,775,TRANSMISSION,2024-11-03,7900.9,447.6,N,27.4,13.6,2.64,6.0,5.3,5.8,2.7,2.1,0.035,0.0,0.0,0.08,70.1,8.2,4.2,5.78,17.0,NORMAL
S00003258,HT-002,HAUL_TRUCK,775,TRANSMISSION,2025-01-17,8477.2,17.9,N,28.0,8.2,1.57,3.3,3.1,4.6,2.0,1.0,0.034,0.0,0.0,0.06,67.6,6.0,3.7,7.0,8.3,NORMAL
S00003259,HT-002,HAUL_TRUCK,775,TRANSMISSION,2025-03-21,8971.6,512.4,N,50.9,16.4,2.94,6.7,4.5,7.4,3.2,1.9,0.032,0.0,0.0,0.1,68.8,9.1,5.4,5.12,13.3,NORMAL
S00003260,HT-002,HAUL_TRUCK,775,TRANSMISSION,2025-05-07,9335.6,876.4,N,43.4,15.6,4.01,10.1,5.4,7.8,4.0,2.6,0.047,0.0,0.0,0.12,69.5,10.4,6.2,4.35,19.1,NORMAL
S00003261,HT-002,HAUL_TRUCK,775,TRANSMISSION,2025-07-06,9795.9,49.4,N,23.1,11.6,1.97,3.9,3.3,4.6,1.9,1.1,0.029,0.0,0.0,0.05,67.3,7.6,3.6,6.52,8.8,NORMAL
S00003262,HT-002,HAUL_TRUCK,775,TRANSMISSION,2025-09-15,10351.0,604.5,N,30.7,17.3,3.68,7.0,5.2,7.9,2.6,1.7,0.031,0.0,0.0,0.13,67.4,8.9,5.2,5.15,19.1,NORMAL
S00003263,HT-002,HAUL_TRUCK,775,TRANSMISSION,2025-10-26,10672.3,925.8,N,51.0,20.0,4.49,7.2,7.6,7.7,4.2,3.0,0.028,0.0,0.0,0.18,66.9,13.4,7.4,4.92,17.3,NORMAL
S00003264,HT-002,HAUL_TRUCK,775,TRANSMISSION,2025-12-27,11152.8,25.2,N,18.2,6.9,1.47,4.5,2.3,3.9,2.1,1.2,0.045,0.0,0.0,0.05,65.0,6.2,3.8,6.32,7.6,NORMAL
S00003265,HT-002,HAUL_TRUCK,775,TRANSMISSION,2026-03-23,11819.5,691.9,N,41.3,14.8,3.51,5.4,5.8,9.1,4.6,3.0,0.035,0.0,0.0,0.13,70.1,11.1,6.0,4.95,17.8,NORMAL
S00003266,HT-002,HAUL_TRUCK,775,TRANSMISSION,2026-05-27,12317.5,36.2,N,15.3,8.1,2.03,2.8,3.3,5.0,1.8,0.9,0.053,0.0,0.0,0.05,65.3,7.1,3.7,6.69,7.2,NORMAL
S00003281,HT-003,HAUL_TRUCK,775,ENGINE,2023-02-14,4188.5,385.8,N,23.6,10.3,2.72,7.0,5.1,11.0,4.1,3.6,0.014,0.55,0.0,0.58,103.6,13.7,10.0,7.12,11.4,NORMAL
S00003282,HT-003,HAUL_TRUCK,775,ENGINE,2023-03-10,4426.6,10.4,N,10.7,5.1,1.43,2.5,2.7,4.6,2.2,2.0,0.018,0.45,0.0,0.2,108.8,9.3,5.2,9.97,4.1,NORMAL
S00003283,HT-003,HAUL_TRUCK,775,ENGINE,2023-04-06,4699.1,283.0,N,19.0,5.9,2.45,3.6,5.1,7.5,4.6,3.2,0.023,0.55,0.0,0.5,110.2,11.3,9.0,7.89,8.6,NORMAL
S00003284,HT-003,HAUL_TRUCK,775,ENGINE,2023-05-05,4982.7,19.8,N,8.3,4.6,0.84,1.9,2.7,5.6,2.4,1.4,0.021,0.6,0.0,0.15,104.2,8.6,5.1,10.81,4.3,NORMAL
S00003285,HT-003,HAUL_TRUCK,775,ENGINE,2023-06-07,5317.6,354.7,N,34.0,9.4,1.89,6.7,7.7,12.1,5.0,3.6,0.027,0.49,0.0,0.53,107.7,12.9,8.9,7.61,7.6,NORMAL
S00003286,HT-003,HAUL_TRUCK,775,ENGINE,2023-06-25,5495.8,54.2,N,11.1,4.4,1.25,2.2,2.7,3.5,2.3,1.8,0.015,0.6,0.0,0.29,107.0,9.3,6.3,10.44,5.9,NORMAL
S00003287,HT-003,HAUL_TRUCK,775,ENGINE,2023-07-22,5766.6,325.1,N,15.4,6.8,2.0,3.5,6.3,9.0,4.2,3.0,0.019,0.49,0.0,0.63,108.4,14.9,9.0,7.08,8.5,NORMAL
S00003288,HT-003,HAUL_TRUCK,775,ENGINE,2023-08-20,6062.9,29.3,N,12.4,5.5,1.1,2.8,2.6,4.7,3.0,1.4,0.023,1.01,0.0,0.23,101.9,7.5,6.4,10.84,5.3,NORMAL
S00003289,HT-003,HAUL_TRUCK,775,ENGINE,2023-09-10,6273.0,239.4,N,17.4,7.3,1.69,4.0,4.2,7.8,2.6,3.4,0.012,0.56,0.0,0.42,107.4,14.1,7.8,8.33,6.2,NORMAL
S00003290,HT-003,HAUL_TRUCK,775,ENGINE,2023-10-02,6491.3,457.8,N,23.4,10.6,3.0,4.9,5.5,12.4,5.4,4.5,0.023,0.25,0.0,0.61,105.7,13.8,11.5,6.67,11.5,NORMAL
S00003291,HT-003,HAUL_TRUCK,775,ENGINE,2023-10-25,6717.4,51.4,N,9.5,3.7,1.14,3.0,3.6,5.4,2.3,2.3,0.03,0.7,0.0,0.22,104.4,9.9,7.0,10.16,4.8,NORMAL
S00003292,HT-003,HAUL_TRUCK,775,ENGINE,2023-11-11,6896.9,230.9,N,12.2,8.1,2.13,3.3,5.0,7.5,4.0,2.6,0.031,0.48,0.0,0.38,104.2,14.1,9.1,8.47,7.3,NORMAL
S00003293,HT-003,HAUL_TRUCK,775,ENGINE,2023-12-03,7110.4,444.5,N,31.5,7.1,3.03,4.4,6.2,11.7,8.4,3.5,0.02,0.49,0.0,0.78,110.3,16.7,8.6,6.33,9.7,NORMAL
S00003294,HT-003,HAUL_TRUCK,775,ENGINE,2023-12-25,7335.9,49.6,N,11.6,4.0,1.19,2.5,2.6,5.8,2.3,2.1,0.013,0.33,0.0,0.3,109.7,9.1,6.7,9.58,5.4,NORMAL
S00003295,HT-003,HAUL_TRUCK,775,ENGINE,2024-01-21,7608.8,322.4,N,21.7,9.0,2.45,5.0,7.2,6.9,4.1,3.3,0.018,0.92,0.0,0.47,108.4,15.7,9.2,8.22,11.2,NORMAL
S00003296,HT-003,HAUL_TRUCK,775,ENGINE,2024-02-16,7861.2,38.4,N,10.4,4.5,1.02,2.3,3.0,5.2,3.0,1.6,0.025,0.47,0.0,0.21,109.1,8.1,5.6,9.82,5.1,NORMAL
S00003297,HT-003,HAUL_TRUCK,775,ENGINE,2024-03-17,8162.9,340.2,N,24.6,7.3,2.26,4.6,4.7,9.3,5.5,2.6,0.021,0.68,0.0,0.45,107.0,13.3,11.4,8.1,8.4,NORMAL
S00003298,HT-003,HAUL_TRUCK,775,ENGINE,2024-04-11,8422.4,27.1,N,12.0,5.1,1.29,1.7,2.9,4.1,1.8,1.7,0.019,0.87,0.0,0.23,109.8,8.7,5.7,10.13,6.4,NORMAL
S00003299,HT-003,HAUL_TRUCK,775,ENGINE,2024-05-10,8708.5,313.1,N,16.8,9.0,1.75,4.2,5.8,10.1,5.3,3.1,0.023,1.18,0.0,0.63,107.8,15.2,9.5,8.36,8.3,NORMAL
S00003300,HT-003,HAUL_TRUCK,775,ENGINE,2024-05-28,8887.5,492.1,N,22.6,9.4,2.95,6.6,6.1,9.8,5.1,3.9,0.021,0.47,0.0,0.69,104.6,14.4,10.4,5.44,10.3,NORMAL
S00003301,HT-003,HAUL_TRUCK,775,ENGINE,2024-06-23,9146.1,32.8,N,9.3,4.1,0.96,2.4,4.1,4.8,1.5,1.7,0.023,0.73,0.0,0.23,107.2,9.4,5.8,10.31,4.7,NORMAL
S00003302,HT-003,HAUL_TRUCK,775,ENGINE,2024-07-25,9469.8,356.6,N,21.9,8.1,2.59,5.4,4.9,8.2,4.0,3.5,0.027,0.6,0.0,0.56,110.4,15.7,9.4,6.64,11.4,NORMAL
S00003303,HT-003,HAUL_TRUCK,775,ENGINE,2024-08-17,9705.7,30.1,N,11.4,2.9,1.2,3.1,3.2,5.5,2.0,2.2,0.014,0.63,0.0,0.27,108.4,8.3,5.5,9.58,3.7,NORMAL
S00003304,HT-003,HAUL_TRUCK,775,ENGINE,2024-09-13,9967.9,292.3,N,18.7,8.2,1.78,3.4,5.9,8.2,4.2,3.2,0.038,0.31,0.0,0.48,112.8,13.1,9.5,7.92,11.0,NORMAL
S00003305,HT-003,HAUL_TRUCK,775,ENGINE,2024-10-01,10157.1,481.6,N,25.3,8.7,2.6,6.1,7.1,7.0,4.8,4.3,0.014,0.83,0.0,0.59,106.0,17.7,10.2,6.77,11.4,NORMAL
S00003306,HT-003,HAUL_TRUCK,775,ENGINE,2024-10-20,10344.3,9.1,N,8.2,4.0,1.23,2.9,3.2,3.6,2.5,2.0,0.021,1.38,0.0,0.17,105.1,8.2,5.5,10.97,4.5,NORMAL
S00003307,HT-003,HAUL_TRUCK,775,ENGINE,2024-11-20,10652.8,317.6,N,24.4,6.7,2.07,3.9,5.9,10.1,4.0,2.5,0.018,4.87,0.0,0.69,93.7,13.8,8.0,7.94,10.2,NORMAL
S00003308,HT-003,HAUL_TRUCK,775,ENGINE,2024-12-07,10826.4,491.2,N,29.2,8.3,2.43,5.7,7.7,11.8,4.4,4.4,0.018,7.9,0.0,1.1,83.7,13.4,11.4,5.85,11.1,MONITOR
S00003309,HT-003,HAUL_TRUCK,775,ENGINE,2024-12-23,10990.8,45.0,N,11.2,2.7,1.09,3.5,3.7,5.6,2.3,2.5,0.03,10.68,0.0,0.66,75.8,9.7,6.5,10.61,7.3,MONITOR
S00003310,HT-003,HAUL_TRUCK,775,ENGINE,2025-01-10,11166.3,220.5,N,13.8,7.5,1.88,4.1,5.1,8.7,3.7,3.1,0.031,14.48,0.0,1.04,68.0,13.4,6.8,7.4,9.5,MONITOR
S00003311,HT-003,HAUL_TRUCK,775,ENGINE,2025-02-07,11452.3,41.1,N,16.4,3.7,1.15,3.0,2.4,5.5,2.3,1.4,0.026,8.66,0.0,0.59,81.1,10.8,5.2,10.44,5.5,MONITOR
S00003312,HT-003,HAUL_TRUCK,775,ENGINE,2025-03-09,11744.6,333.4,N,19.9,9.9,2.65,3.8,4.0,7.5,3.7,2.8,0.015,0.55,0.0,0.62,109.9,12.5,8.1,7.75,9.9,NORMAL
S00003313,HT-003,HAUL_TRUCK,775,ENGINE,2025-04-03,11995.0,5.4,N,18.8,13.8,1.15,11.0,2.2,4.3,1.8,1.2,0.022,0.39,0.0,0.22,108.6,8.6,6.0,10.52,13.5,MONITOR
S00003314,HT-003,HAUL_TRUCK,775,ENGINE,2025-04-24,12206.7,217.0,N,14.9,5.5,1.41,3.4,5.7,7.2,3.9,3.6,0.021,0.47,0.0,0.49,104.7,11.7,7.4,7.86,6.5,NORMAL
S00003315,HT-003,HAUL_TRUCK,775,ENGINE,2025-05-19,12456.8,467.2,N,24.4,9.7,2.65,5.2,4.7,12.1,5.9,4.5,0.016,0.78,0.0,0.55,107.2,15.2,10.1,6.48,10.4,NORMAL
S00003316,HT-003,HAUL_TRUCK,775,ENGINE,2025-05-30,12573.9,4.9,N,10.3,3.3,0.97,2.0,2.2,3.6,2.4,1.9,0.014,0.68,0.0,0.21,105.5,8.4,6.5,10.89,3.3,NORMAL
S00003317,HT-003,HAUL_TRUCK,775,ENGINE,2025-06-15,12735.4,166.4,N,19.4,5.6,1.87,2.7,4.2,7.8,3.3,2.3,0.018,0.65,0.0,0.37,110.9,10.3,8.2,8.8,6.4,NORMAL
S00003318,HT-003,HAUL_TRUCK,775,ENGINE,2025-07-11,12989.4,420.3,N,18.6,10.2,2.73,4.6,6.4,9.0,5.0,3.6,0.02,0.8,0.0,0.66,112.2,16.7,11.4,6.84,10.8,NORMAL
S00003319,HT-003,HAUL_TRUCK,775,ENGINE,2025-08-11,13301.0,21.5,N,7.9,3.7,1.04,2.9,3.1,4.6,2.0,1.5,0.013,0.5,0.0,0.17,103.9,8.5,5.6,9.9,4.2,NORMAL
S00003320,HT-003,HAUL_TRUCK,775,ENGINE,2025-09-05,13553.4,274.0,N,25.0,6.7,2.22,5.7,3.7,7.0,4.0,3.2,0.018,0.52,0.0,0.52,112.9,12.2,9.1,8.77,7.4,NORMAL
S00003321,HT-003,HAUL_TRUCK,775,ENGINE,2025-10-02,13825.5,34.9,N,9.6,4.9,1.01,2.0,2.9,4.7,2.1,2.2,0.03,0.67,0.0,0.18,106.5,9.3,6.0,9.93,3.4,NORMAL
S00003322,HT-003,HAUL_TRUCK,775,ENGINE,2025-10-19,13993.2,202.6,N,12.5,5.2,2.02,4.1,4.8,9.4,3.0,3.2,0.025,0.61,0.0,0.53,107.3,11.9,8.3,8.54,7.3,NORMAL
S00003323,HT-003,HAUL_TRUCK,775,ENGINE,2025-11-09,14208.7,418.1,N,25.4,10.6,2.16,6.0,6.2,12.5,6.1,4.3,0.019,0.62,0.0,0.6,104.9,13.3,9.8,7.22,10.0,NORMAL
S00003324,HT-003,HAUL_TRUCK,775,ENGINE,2025-11-25,14366.0,1.7,N,10.5,4.4,1.18,2.3,2.9,4.0,2.0,1.2,0.02,0.66,0.0,0.22,104.7,8.9,5.8,10.69,4.7,NORMAL
S00003325,HT-003,HAUL_TRUCK,775,ENGINE,2025-12-17,14592.1,227.8,N,16.8,6.7,2.4,4.4,4.8,8.3,3.4,3.4,0.02,0.28,0.0,0.47,103.6,10.7,9.1,8.39,9.4,NORMAL
S00003326,HT-003,HAUL_TRUCK,775,ENGINE,2026-01-14,14872.4,51.9,N,11.7,5.7,1.18,2.2,3.5,5.0,2.4,2.0,0.027,0.63,0.0,0.26,114.3,9.4,7.0,10.27,4.6,NORMAL
S00003327,HT-003,HAUL_TRUCK,775,ENGINE,2026-02-11,15148.4,327.9,N,22.7,9.1,2.72,4.1,5.3,6.7,4.5,4.1,0.024,0.47,0.0,0.51,111.5,11.6,10.3,8.29,10.1,NORMAL
S00003328,HT-003,HAUL_TRUCK,775,ENGINE,2026-03-09,15413.8,9.8,N,9.2,4.2,0.97,2.6,3.2,4.3,2.3,1.5,0.014,0.69,0.0,0.21,109.3,9.0,6.1,10.48,4.7,NORMAL
S00003329,HT-003,HAUL_TRUCK,775,ENGINE,2026-03-26,15577.6,173.7,N,13.0,4.7,1.84,3.6,4.5,6.4,2.7,2.7,0.024,0.67,0.0,0.36,109.9,10.0,7.7,9.73,7.5,NORMAL
S00003330,HT-003,HAUL_TRUCK,775,ENGINE,2026-04-26,15889.2,485.2,N,23.7,7.5,2.76,6.4,8.0,14.2,5.6,4.3,0.024,0.39,0.0,0.71,111.4,16.4,10.6,6.28,11.2,NORMAL
S00003331,HT-003,HAUL_TRUCK,775,ENGINE,2026-05-28,16211.9,59.1,N,9.0,4.7,1.22,2.3,3.0,5.4,2.3,2.0,0.026,0.69,0.0,0.25,105.0,8.0,6.6,10.49,5.1,NORMAL
S00003332,HT-003,HAUL_TRUCK,775,ENGINE,2026-06-20,16442.6,289.8,N,17.7,7.1,1.77,4.4,5.2,6.2,3.6,3.3,0.02,0.8,0.0,0.43,104.5,12.6,8.8,8.82,7.8,NORMAL
S00003371,HT-003,HAUL_TRUCK,775,FINAL_DRIVE,2023-04-17,4785.9,877.8,N,72.3,7.3,4.08,8.4,5.6,7.7,3.0,2.2,0.035,0.0,0.0,0.05,101.3,6.5,4.2,4.34,26.6,NORMAL
S00003372,HT-003,HAUL_TRUCK,775,FINAL_DRIVE,2023-07-07,5592.7,1684.7,N,86.8,10.8,6.36,8.5,5.7,12.1,4.1,2.5,0.045,0.0,0.0,0.06,100.7,9.9,5.4,3.59,37.4,NORMAL
S00003373,HT-003,HAUL_TRUCK,775,FINAL_DRIVE,2023-10-05,6495.7,50.3,N,60.6,6.0,2.73,5.7,2.9,5.8,1.9,1.4,0.036,0.0,0.0,0.03,102.8,4.6,3.0,5.6,16.7,NORMAL
S00003374,HT-003,HAUL_TRUCK,775,FINAL_DRIVE,2024-01-03,7398.6,953.2,N,99.3,6.1,5.13,8.2,5.5,7.9,3.7,2.2,0.099,0.0,0.0,0.05,95.2,8.1,4.1,4.9,28.6,NORMAL
S00003375,HT-003,HAUL_TRUCK,775,FINAL_DRIVE,2024-04-02,8301.5,1856.1,N,100.5,9.0,7.67,13.9,8.6,13.6,4.1,2.7,0.046,0.0,0.0,0.08,101.5,10.3,5.3,3.52,45.5,NORMAL
S00003376,HT-003,HAUL_TRUCK,775,FINAL_DRIVE,2024-07-01,9204.4,34.0,N,47.8,5.9,3.59,4.1,2.8,4.5,2.3,0.9,0.053,0.0,0.0,0.03,100.9,5.3,2.9,5.42,21.6,NORMAL
S00003377,HT-003,HAUL_TRUCK,775,FINAL_DRIVE,2024-09-29,10107.4,936.9,N,69.7,9.9,3.68,9.5,6.3,9.5,2.9,2.5,0.061,0.0,0.0,0.05,98.1,7.5,4.5,4.62,39.9,NORMAL
S00003378,HT-003,HAUL_TRUCK,775,FINAL_DRIVE,2024-12-28,11010.3,1839.8,N,87.3,14.5,9.25,11.9,8.9,15.0,5.5,2.6,0.052,0.0,0.0,0.07,99.7,9.3,5.5,3.92,57.7,MONITOR
S00003379,HT-003,HAUL_TRUCK,775,FINAL_DRIVE,2025-03-28,11913.2,37.5,N,56.6,6.5,3.11,4.4,3.6,5.9,2.3,1.2,0.035,0.0,0.0,0.02,104.6,5.1,2.6,5.64,19.6,NORMAL
S00003380,HT-003,HAUL_TRUCK,775,FINAL_DRIVE,2025-06-26,12816.1,940.4,N,92.4,12.0,3.87,8.3,6.0,9.1,2.6,1.9,0.057,0.0,0.0,0.05,104.1,7.2,3.4,4.53,23.9,NORMAL
S00003381,HT-003,HAUL_TRUCK,775,FINAL_DRIVE,2025-09-24,13719.1,1843.3,N,98.1,16.1,6.75,8.5,8.0,12.1,3.8,2.8,0.065,0.0,0.0,0.08,101.5,10.1,5.3,3.97,49.2,NORMAL
S00003382,HT-003,HAUL_TRUCK,775,FINAL_DRIVE,2025-12-23,14622.0,12.3,N,52.2,6.2,2.46,4.0,2.5,5.7,1.5,1.2,0.042,0.0,0.0,0.03,104.7,4.9,2.8,5.61,17.0,NORMAL
S00003383,HT-003,HAUL_TRUCK,775,FINAL_DRIVE,2026-03-23,15524.9,915.2,N,80.8,10.1,4.75,6.9,5.3,9.4,2.6,2.7,0.057,0.0,0.0,0.05,102.0,8.0,3.7,5.25,24.8,NORMAL
S00003384,HT-003,HAUL_TRUCK,775,FINAL_DRIVE,2026-06-18,16395.9,1786.2,N,113.6,16.7,4.98,10.1,8.0,11.3,4.7,2.7,0.068,0.0,0.0,0.06,96.2,10.1,4.8,3.78,46.4,NORMAL
S00003333,HT-003,HAUL_TRUCK,775,HYDRAULIC,2023-04-08,4731.3,1985.9,N,16.5,6.2,1.53,2.5,3.3,11.7,4.0,3.5,0.019,0.0,0.0,0.09,45.4,12.5,6.5,2.75,8.5,NORMAL
S00003334,HT-003,HAUL_TRUCK,775,HYDRAULIC,2023-07-07,5634.2,34.7,N,6.0,2.4,0.48,1.0,2.0,3.2,1.7,1.0,0.029,0.0,0.0,0.02,45.7,6.4,2.7,4.58,2.7,NORMAL
S00003335,HT-003,HAUL_TRUCK,775,HYDRAULIC,2023-10-05,6537.2,937.7,N,8.8,4.2,0.98,1.8,3.8,6.1,2.6,1.6,0.031,0.0,0.0,0.06,45.1,8.2,4.2,3.42,5.8,NORMAL
S00003336,HT-003,HAUL_TRUCK,775,HYDRAULIC,2024-01-03,7440.1,1840.6,N,13.0,4.4,1.03,3.3,3.2,8.2,5.6,2.3,0.032,0.0,0.0,0.06,45.5,10.7,5.8,2.8,7.8,NORMAL
S00003337,HT-003,HAUL_TRUCK,775,HYDRAULIC,2024-04-02,8343.0,3.0,N,5.9,2.1,0.62,1.0,1.8,3.0,1.5,0.9,0.03,0.0,0.0,0.03,43.9,6.1,2.3,4.85,3.7,NORMAL
S00003338,HT-003,HAUL_TRUCK,775,HYDRAULIC,2024-06-21,9146.2,806.1,N,13.0,2.5,0.83,2.0,2.4,4.7,2.5,1.9,0.02,0.0,0.0,0.05,45.0,7.1,3.9,3.87,6.3,NORMAL
S00003339,HT-003,HAUL_TRUCK,775,HYDRAULIC,2024-09-14,9999.0,1659.0,N,16.9,5.0,1.52,2.5,4.4,8.5,3.6,2.0,0.026,0.0,0.0,0.06,47.9,10.2,5.9,2.98,10.2,NORMAL
S00003340,HT-003,HAUL_TRUCK,775,HYDRAULIC,2024-12-13,10902.0,26.0,N,6.0,2.7,0.62,1.1,1.5,4.2,1.8,1.1,0.015,0.0,0.0,0.03,48.7,5.8,2.5,4.37,3.1,NORMAL
S00003341,HT-003,HAUL_TRUCK,775,HYDRAULIC,2025-03-04,11715.1,839.1,N,11.4,3.8,1.12,1.6,2.5,4.9,2.8,1.9,0.047,0.0,0.0,0.05,45.9,7.2,3.7,3.68,4.7,NORMAL
S00003342,HT-003,HAUL_TRUCK,775,HYDRAULIC,2025-06-02,12618.0,1742.0,N,19.9,5.4,1.06,2.3,3.4,7.6,4.6,3.0,0.026,0.0,0.0,0.06,46.7,9.8,5.6,2.88,8.7,NORMAL
S00003343,HT-003,HAUL_TRUCK,775,HYDRAULIC,2025-08-31,13520.9,47.1,N,7.0,2.2,0.51,1.0,1.5,4.0,2.0,1.4,0.015,0.0,0.0,0.03,46.2,5.3,3.2,4.64,4.3,NORMAL
S00003344,HT-003,HAUL_TRUCK,775,HYDRAULIC,2025-11-05,14181.8,708.0,N,8.2,5.1,0.97,2.0,1.9,4.7,2.7,2.2,0.031,0.0,0.0,0.04,44.4,7.9,3.8,3.87,4.7,NORMAL
S00003345,HT-003,HAUL_TRUCK,775,HYDRAULIC,2026-02-03,15084.7,1610.9,N,15.3,3.8,1.28,2.2,4.4,8.3,5.0,2.3,0.03,0.0,0.0,0.09,46.8,10.8,4.8,3.23,7.1,NORMAL
