wo_id,machine_id,component,wo_type,failure_code,description,open_date,close_date,smu_at_wo,downtime_hours,parts_cost,labour_cost
WO0001692,HT-005,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-07-02,2023-07-03,3999.3,3.0,812.98,341.87
WO0001659,HT-005,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-07-29,2023-07-30,4458.1,2.0,754.86,119.11
WO0001660,HT-005,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-09-26,2023-09-27,5185.7,5.6,356.1,286.89
WO0001694,HT-005,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-10-22,2023-10-23,5383.0,4.2,586.16,396.2
WO0001683,HT-005,HYDRAULIC,CM,HYD-SEAL,Cylinder seal / dirt ingress,2023-10-31,2023-11-01,5578.5,47.1,19355.11,3808.7
WO0001661,HT-005,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-11-06,2023-11-07,5690.9,4.6,273.44,214.1
WO0001707,HT-005,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2023-12-25,2023-12-26,6268.1,4.0,534.16,274.44
WO0001662,HT-005,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-12-26,2023-12-27,6310.5,2.0,393.61,175.6
WO0001708,HT-005,FINAL_DRIVE,CM,FDR-GER,Final drive gear wear,2023-12-31,2024-01-08,7383.3,102.3,31763.79,6238.2
WO0001684,HT-005,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2024-01-04,2024-01-05,6338.9,4.9,699.41,365.2
WO0001695,HT-005,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-01-13,2024-01-14,6419.7,5.0,782.68,286.87
WO0001696,HT-005,TRANSMISSION,CM,TRN-BRG,Transmission bearing wear,2024-01-14,2024-01-16,6419.7,83.1,22239.2,2000.56
WO0001663,HT-005,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-02-16,2024-02-17,6963.6,4.7,803.62,387.95
WO0001664,HT-005,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-03-26,2024-03-27,7441.3,3.9,766.02,152.2
WO0001665,HT-005,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-05-07,2024-05-08,7968.5,5.6,628.54,372.85
WO0001697,HT-005,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-05-21,2024-05-22,8021.0,3.2,765.1,275.38
WO0001666,HT-005,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-06-21,2024-06-22,8524.3,2.6,726.23,142.16
WO0001685,HT-005,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2024-07-01,2024-07-02,8551.8,4.5,880.53,228.37
WO0001709,HT-005,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2024-07-27,2024-07-28,8935.9,2.6,830.01,271.2
WO0001667,HT-005,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-08-10,2024-08-11,9143.9,5.5,267.56,318.93
WO0001698,HT-005,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-08-19,2024-08-20,9128.5,5.8,377.08,318.36
WO0001668,HT-005,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-10-16,2024-10-17,9965.2,2.4,630.13,381.22
WO0001669,HT-005,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-12-05,2024-12-06,10590.9,3.6,293.0,396.64
WO0001699,HT-005,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-12-08,2024-12-09,10503.7,5.4,162.69,385.22
WO0001687,HT-005,HYDRAULIC,CM,HYD-SEAL,Cylinder seal / dirt ingress,2025-01-01,2025-01-09,11217.6,58.2,42395.38,5452.8
WO0001670,HT-005,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-01-18,2025-01-19,11137.5,4.0,176.22,372.54
WO0001686,HT-005,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2025-02-01,2025-02-02,11217.6,2.8,542.75,216.39
WO0001710,HT-005,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2025-02-12,2025-02-13,11405.0,2.4,600.52,311.5
WO0001700,HT-005,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-02-27,2025-02-28,11509.5,2.2,269.04,273.56
WO0001671,HT-005,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-03-02,2025-03-03,11673.6,2.2,680.59,105.47
WO0001672,HT-005,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-04-13,2025-04-14,12184.1,5.4,848.92,262.01
WO0001701,HT-005,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-05-21,2025-05-22,12541.7,4.8,205.59,148.71
WO0001673,HT-005,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-06-05,2025-06-06,12840.6,4.8,347.43,273.21
WO0001688,HT-005,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2025-07-10,2025-07-11,13197.2,3.4,788.2,182.03
WO0001674,HT-005,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-07-24,2025-07-25,13447.3,2.4,836.56,100.61
WO0001712,HT-005,FINAL_DRIVE,CM,FDR-SEAL,Duo-cone seal leak,2025-08-01,2025-08-08,13619.8,99.3,23303.36,3389.51
WO0001711,HT-005,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2025-08-09,2025-08-10,13619.8,3.7,281.69,123.73
WO0001702,HT-005,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-08-10,2025-08-11,13547.6,2.3,371.69,285.65
WO0001675,HT-005,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-09-20,2025-09-21,14166.6,2.8,264.95,283.53
WO0001689,HT-005,HYDRAULIC,CM,HYD-WTR,Water contamination,2025-10-02,2025-10-04,14312.4,41.8,40142.03,7858.87
WO0001713,HT-005,FINAL_DRIVE,CM,FDR-SEAL,Duo-cone seal leak,2025-10-27,2025-10-29,14679.6,111.5,11893.27,6759.02
WO0001676,HT-005,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-11-04,2025-11-05,14728.2,4.6,205.12,367.9
WO0001703,HT-005,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-11-08,2025-11-09,14660.8,4.3,537.4,164.06
WO0001690,HT-005,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2025-12-20,2025-12-21,15210.9,2.7,244.88,308.04
WO0001677,HT-005,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-12-23,2025-12-24,15340.6,3.3,759.74,170.47
WO0001714,HT-005,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2026-01-24,2026-01-25,15693.8,5.0,444.92,331.98
WO0001678,HT-005,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-02-12,2026-02-13,15962.5,2.3,250.98,276.73
WO0001704,HT-005,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2026-02-26,2026-02-27,16024.4,5.4,237.89,263.25
WO0001679,HT-005,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-03-20,2026-03-21,16408.6,3.5,885.71,106.74
WO0001680,HT-005,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-04-30,2026-05-01,16918.8,2.8,318.67,237.67
WO0001705,HT-005,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2026-05-18,2026-05-19,17021.3,3.4,277.54,353.26
WO0001681,HT-005,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-06-18,2026-06-19,17524.2,2.7,552.67,102.8
WO0001715,HT-005,OTHER,CM,MSC-GEN,Cab / electrical / body repair,2026-06-29,2026-07-01,,7.5,1028.55,307.61
WO0001762,HT-006,OTHER,CM,MSC-GEN,Cab / electrical / body repair,2023-01-01,2023-01-03,,15.2,2902.43,975.34
WO0001743,HT-006,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-03-04,2023-03-05,7281.1,4.5,749.69,282.79
WO0001716,HT-006,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-03-12,2023-03-13,7172.2,3.9,454.29,213.22
WO0001738,HT-006,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2023-04-19,2023-04-20,7542.8,5.1,563.42,127.85
WO0001717,HT-006,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-05-16,2023-05-17,7753.4,3.8,453.39,108.49
WO0001753,HT-006,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2023-07-23,2023-07-24,8344.1,2.3,668.71,363.16
WO0001718,HT-006,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-07-27,2023-07-28,8398.3,5.3,670.91,396.16
WO0001744,HT-006,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-08-03,2023-08-04,8637.9,5.1,842.77,241.89
WO0001754,HT-006,FINAL_DRIVE,CM,FDR-SEAL,Duo-cone seal leak,2023-09-11,2023-09-22,9145.4,39.7,34333.48,4234.73
WO0001719,HT-006,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-09-25,2023-09-26,8926.4,4.3,441.72,349.76
WO0001763,HT-006,OTHER,CM,MSC-GEN,Cab / electrical / body repair,2023-11-10,2023-11-12,,17.7,1147.38,312.43
WO0001720,HT-006,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-11-21,2023-11-22,9431.9,3.5,238.89,159.46
WO0001755,HT-006,FINAL_DRIVE,CM,FDR-GER,Final drive gear wear,2023-12-12,2023-12-20,9946.7,88.4,7996.19,5281.3
WO0001745,HT-006,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-12-15,2023-12-16,9824.6,4.7,840.89,161.66
WO0001739,HT-006,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2024-01-14,2024-01-15,9946.7,2.1,738.84,151.44
WO0001721,HT-006,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-01-23,2024-01-24,9997.2,4.9,270.63,154.64
WO0001746,HT-006,TRANSMISSION,CM,TRN-GER,Gear / clutch pack wear,2024-03-07,2024-03-14,10735.2,83.5,27891.4,6706.47
WO0001757,HT-006,FINAL_DRIVE,CM,FDR-SEAL,Duo-cone seal leak,2024-03-19,2024-03-21,10748.0,75.6,8833.12,8395.58
WO0001722,HT-006,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-04-03,2024-04-04,10630.8,4.6,403.76,198.52
WO0001756,HT-006,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2024-04-18,2024-04-19,10748.0,2.3,229.77,213.59
WO0001723,HT-006,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-05-30,2024-05-31,11135.4,2.5,589.37,361.04
WO0001747,HT-006,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-06-06,2024-06-07,11378.1,2.4,606.51,326.63
WO0001724,HT-006,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-07-23,2024-07-24,11615.9,3.9,305.97,109.69
WO0001725,HT-006,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-09-27,2024-09-28,12209.7,2.8,753.96,392.88
WO0001740,HT-006,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2024-10-10,2024-10-11,12350.6,3.4,447.96,219.16
WO0001748,HT-006,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-11-10,2024-11-11,12772.4,2.2,651.42,113.43
WO0001726,HT-006,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-12-06,2024-12-07,12831.2,4.9,534.91,278.95
WO0001758,HT-006,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2024-12-17,2024-12-18,12915.7,3.3,431.86,231.97
WO0001727,HT-006,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-02-04,2025-02-05,13359.2,5.0,193.17,113.48
WO0001728,HT-006,ENGINE,CM,ENG-COOL,Coolant entering crankcase,2025-02-14,2025-02-25,13651.0,111.5,42575.95,2555.22
WO0001749,HT-006,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-03-01,2025-03-02,13763.3,5.7,438.13,228.64
WO0001729,HT-006,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-04-08,2025-04-09,13919.8,4.9,583.43,159.46
WO0001730,HT-006,ENGINE,CM,ENG-INJ,Injector leak / fuel dilution,2025-04-14,2025-04-20,14249.5,16.5,12958.67,7672.4
WO0001732,HT-006,ENGINE,CM,ENG-BRG,Main bearing wear,2025-05-18,2025-05-27,14544.5,67.4,22446.84,3189.95
WO0001731,HT-006,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-06-17,2025-06-18,14544.5,3.0,526.79,378.25
WO0001761,HT-006,OTHER,CM,MSC-GEN,Cab / electrical / body repair,2025-06-19,2025-06-21,,13.7,2298.39,1044.3
WO0001741,HT-006,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2025-06-28,2025-06-29,14669.5,4.1,432.04,179.94
WO0001750,HT-006,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-07-24,2025-07-25,15056.4,3.9,631.39,248.31
WO0001733,HT-006,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-08-17,2025-08-18,15086.6,4.5,581.6,250.9
WO0001759,HT-006,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2025-09-03,2025-09-04,15225.2,5.1,884.57,338.58
WO0001734,HT-006,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-10-17,2025-10-18,15633.2,3.7,738.13,275.15
WO0001735,HT-006,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-12-18,2025-12-19,16184.2,2.6,467.09,220.87
WO0001751,HT-006,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2026-01-09,2026-01-10,16560.0,4.2,298.67,118.28
WO0001736,HT-006,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-02-08,2026-02-09,16647.2,3.0,561.2,163.56
WO0001742,HT-006,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2026-03-25,2026-03-26,17073.4,6.0,298.91,172.09
WO0001737,HT-006,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-04-26,2026-04-27,17337.7,5.0,298.63,302.42
WO0001752,HT-006,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2026-05-03,2026-05-04,17577.0,3.1,618.91,233.26
WO0001760,HT-006,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2026-05-13,2026-05-14,17470.1,3.5,813.21,245.48
WO0001764,HT-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-02-13,2023-02-14,5904.7,3.4,779.25,328.51
WO0001765,HT-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-04-03,2023-04-04,6418.7,5.0,444.97,230.34
WO0001788,HT-007,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2023-04-10,2023-04-11,6632.5,4.2,162.55,138.81
WO0001795,HT-007,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-05-06,2023-05-07,6809.3,2.6,686.4,103.13
WO0001766,HT-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-05-25,2023-05-26,6957.9,5.0,816.84,127.16
WO0001767,HT-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-07-18,2023-07-19,7526.2,6.0,811.85,228.43
WO0001808,HT-007,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2023-07-18,2023-07-19,7571.6,4.9,387.03,255.09
WO0001815,HT-007,OTHER,CM,MSC-GEN,Cab / electrical / body repair,2023-08-15,2023-08-17,,9.1,2376.54,160.89
WO0001796,HT-007,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-08-21,2023-08-22,7925.5,3.5,711.94,310.56
WO0001768,HT-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-09-27,2023-09-28,8265.0,5.5,771.3,171.46
WO0001769,HT-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-11-15,2023-11-16,8773.0,4.4,796.51,344.23
WO0001789,HT-007,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2023-11-25,2023-11-26,9022.0,2.5,209.81,334.53
WO0001797,HT-007,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-12-17,2023-12-18,9154.1,5.8,491.64,248.67
WO0001771,HT-007,ENGINE,CM,ENG-AIR,Air induction leak / dirt ingress,2024-01-02,2024-01-11,9295.1,17.5,9180.76,7962.13
WO0001770,HT-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-01-04,2024-01-05,9295.1,3.1,191.55,275.91
WO0001798,HT-007,TRANSMISSION,CM,TRN-GER,Gear / clutch pack wear,2024-01-21,2024-02-01,9578.1,95.8,30498.23,5178.38
WO0001772,HT-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-02-16,2024-02-17,9749.6,3.7,791.65,277.51
WO0001790,HT-007,HYDRAULIC,CM,HYD-SEAL,Cylinder seal / dirt ingress,2024-03-01,2024-03-02,10900.2,61.5,28082.97,7393.0
WO0001773,HT-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-04-03,2024-04-04,10239.8,4.9,684.41,247.41
WO0001809,HT-007,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2024-04-13,2024-04-14,10388.9,3.9,803.9,160.62
WO0001799,HT-007,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-04-30,2024-05-01,10565.2,5.7,309.31,321.99
WO0001791,HT-007,HYDRAULIC,CM,HYD-WTR,Water contamination,2024-05-10,2024-05-22,10900.2,80.3,42194.78,5606.17
WO0001774,HT-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-06-12,2024-06-13,10969.1,4.4,520.39,158.4
WO0001775,HT-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-08-09,2024-08-10,11577.2,5.9,197.32,210.72
WO0001792,HT-007,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2024-08-21,2024-08-22,11839.3,3.9,668.97,399.11
WO0001816,HT-007,OTHER,CM,MSC-GEN,Cab / electrical / body repair,2024-08-21,2024-08-23,,3.6,1260.02,625.28
WO0001800,HT-007,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-08-24,2024-08-25,11778.2,4.4,209.33,206.58
WO0001776,HT-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-09-27,2024-09-28,12081.2,4.9,693.18,112.6
WO0001777,HT-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-11-18,2024-11-19,12630.1,3.6,251.22,382.38
WO0001811,HT-007,FINAL_DRIVE,CM,FDR-SEAL,Duo-cone seal leak,2024-11-18,2024-11-27,13176.8,56.2,21889.36,5750.61
WO0001801,HT-007,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-12-03,2024-12-04,12835.2,2.8,440.62,185.17
WO0001810,HT-007,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2025-01-05,2025-01-06,13176.8,2.7,516.13,333.8
WO0001778,HT-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-01-09,2025-01-10,13166.1,5.4,865.04,119.85
WO0001817,HT-007,OTHER,CM,MSC-GEN,Cab / electrical / body repair,2025-02-16,2025-02-18,,18.5,2657.92,721.83
WO0001779,HT-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-02-28,2025-03-01,13695.7,4.3,466.46,317.92
WO0001802,HT-007,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-03-10,2025-03-11,13838.5,5.8,640.92,377.42
WO0001780,HT-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-04-21,2025-04-22,14237.8,5.3,153.06,276.67
WO0001793,HT-007,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2025-05-18,2025-05-19,14656.7,2.3,812.41,150.79
WO0001814,HT-007,OTHER,CM,MSC-GEN,Cab / electrical / body repair,2025-06-04,2025-06-06,,10.5,1503.7,446.61
WO0001781,HT-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-06-07,2025-06-08,14725.8,4.8,839.01,316.74
WO0001803,HT-007,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-08-04,2025-08-05,15376.1,3.4,234.49,198.29
WO0001782,HT-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-08-12,2025-08-13,15408.7,2.2,517.54,254.47
WO0001812,HT-007,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2025-09-14,2025-09-15,15802.2,4.2,796.21,104.84
WO0001783,HT-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-10-03,2025-10-04,15957.4,4.9,235.83,308.04
WO0001804,HT-007,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-11-17,2025-11-18,16477.7,2.4,651.92,218.85
WO0001784,HT-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-12-03,2025-12-04,16593.0,4.8,530.08,315.12
WO0001805,HT-007,TRANSMISSION,CM,TRN-GER,Gear / clutch pack wear,2025-12-18,2025-12-30,17018.1,106.0,40657.47,2833.02
WO0001785,HT-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-02-03,2026-02-04,17239.6,2.9,200.99,369.0
WO0001794,HT-007,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2026-02-08,2026-02-09,17435.1,5.9,686.92,243.24
WO0001807,HT-007,TRANSMISSION,CM,TRN-BRG,Transmission bearing wear,2026-02-27,2026-03-09,17873.4,35.7,43939.6,8973.18
WO0001806,HT-007,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2026-03-31,2026-04-01,17873.4,3.5,438.89,114.6
WO0001786,HT-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-04-03,2026-04-04,17859.7,4.4,562.71,309.79
WO0001787,HT-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-05-20,2026-05-21,18344.3,2.3,190.62,258.81
WO0001813,HT-007,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2026-06-10,2026-06-11,18614.4,4.3,363.88,307.56
WO0001818,HT-008,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-02-14,2023-02-15,6937.6,3.7,243.97,129.78
WO0001843,HT-008,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-03-16,2023-03-17,7202.9,4.7,874.48,251.7
WO0001860,HT-008,OTHER,CM,MSC-GEN,Cab / electrical / body repair,2023-03-23,2023-03-25,,10.4,2296.02,621.19
WO0001819,HT-008,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-04-07,2023-04-08,7427.8,5.9,178.42,188.57
WO0001820,HT-008,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-06-16,2023-06-17,8087.5,4.6,662.65,355.73
WO0001854,HT-008,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2023-07-05,2023-07-06,8375.9,4.6,492.88,211.83
WO0001838,HT-008,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2023-07-14,2023-07-15,8375.9,5.2,253.88,289.53
WO0001821,HT-008,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-08-21,2023-08-22,8701.1,3.6,364.69,214.15
WO0001844,HT-008,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-08-27,2023-08-28,8736.9,3.4,423.75,161.42
WO0001855,HT-008,FINAL_DRIVE,CM,FDR-SEAL,Duo-cone seal leak,2023-10-19,2023-10-28,10061.2,56.8,36380.99,5667.01
WO0001822,HT-008,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-10-21,2023-10-22,9270.0,3.1,713.74,133.87
WO0001845,HT-008,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-12-23,2023-12-24,9838.6,5.1,793.11,399.59
WO0001823,HT-008,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-01-10,2024-01-11,10033.3,5.4,257.13,357.46
WO0001824,HT-008,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-03-18,2024-03-19,10668.9,2.6,306.05,165.32
WO0001856,HT-008,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2024-03-31,2024-04-01,10903.9,3.5,418.34,290.46
WO0001839,HT-008,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2024-04-04,2024-04-05,10850.8,4.1,559.34,373.66
WO0001846,HT-008,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-04-22,2024-04-23,10973.5,3.2,592.36,360.04
WO0001825,HT-008,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-05-13,2024-05-14,11188.4,2.0,734.91,269.08
WO0001826,HT-008,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-07-08,2024-07-09,11712.0,4.8,866.87,140.61
WO0001827,HT-008,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-08-29,2024-08-30,12202.1,3.3,886.46,159.74
WO0001847,HT-008,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-09-16,2024-09-17,12350.9,2.9,186.28,295.84
WO0001828,HT-008,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-10-31,2024-11-01,12794.3,2.7,155.81,161.07
WO0001857,HT-008,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2024-12-05,2024-12-06,13236.9,5.3,597.49,123.06
WO0001840,HT-008,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2024-12-30,2024-12-31,13378.8,3.9,324.77,144.83
WO0001829,HT-008,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-01-04,2025-01-05,13399.7,5.7,155.61,399.82
WO0001848,HT-008,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-01-19,2025-01-20,13520.3,4.8,458.6,200.05
WO0001830,HT-008,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-02-24,2025-02-25,13882.5,3.1,599.63,160.43
WO0001831,HT-008,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-05-01,2025-05-02,14494.7,2.8,867.87,105.81
WO0001849,HT-008,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-06-25,2025-06-26,14997.0,3.7,358.81,165.07
WO0001832,HT-008,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-07-02,2025-07-03,15074.1,4.3,531.55,274.29
WO0001858,HT-008,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2025-08-12,2025-08-13,15582.3,5.5,580.56,142.82
WO0001833,HT-008,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-09-03,2025-09-04,15667.5,2.7,609.02,285.47
